,review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,review_score_classific,sentimento
64039,aecdc81e65fd3fb1fd7476694d7213c8,b70c2a4797319570dbecddc366fb25c0,5,Sem dúvida recomendo,"Loja extremamente cuidadosa, desde a embalagem, produtos de excelente qualidade, muito bom mesmo !! Superou as expectativas !!!!!",2018-07-15 00:00:00,2018-07-17 18:17:39,Ótimo,positivo
64045,d9c8dca96ae87846b1529e768628d5df,9c91511c612eb17f1db8e983907b803d,4,Muito bom,"Produto entregue dentro do prazo... recomendo

",2018-05-09 00:00:00,2018-05-11 23:59:57,Acima da média,positivo
64046,19d60869413aa63834affc9ecc9d9f90,a685d016c8a26f71a0bb67821070e398,1,,Não recebi,2017-04-02 00:00:00,2017-04-02 10:58:38,Péssimo,negativo
64047,0cd96cc6f2fb57d0276dde659e920165,1454fd9eec5f4140bdbea254680361e5,1,,"O produto é de péssima qualidade, a imagem é descrição não são fiéis ao produto",2017-12-21 00:00:00,2017-12-21 20:05:49,Péssimo,negativo
64051,74e4e4990b37a16f32a15efb28d8636e,ba19b234cabc645ff31e7c3a0076de18,3,,"Dentro do prazo.
",2017-12-20 00:00:00,2018-01-03 19:30:07,Na média,neutro
64052,d1cbebe7a615848d9eeeb100d557c089,c9078b2ce6167917416ddd9b7c40b5f5,5,,Chegou no prazo,2018-03-23 00:00:00,2018-03-24 04:03:37,Ótimo,positivo
64053,1e322674cb4c3a3e28c815a50afcb9bb,776ea29061e4670020bc84470311cc4d,5,,tudo ok ,2018-01-14 00:00:00,2018-01-19 01:56:56,Ótimo,positivo
64054,31e235a4fac3c93fce24175dd8a21e17,b48ac51be3a49fb7eeaec899f9841944,5,,"Adorei os pendentes. São lindos, bem acabados, de boa qualidade. Super Recomendo!",2018-03-23 00:00:00,2018-03-26 11:38:21,Ótimo,positivo
64057,bbd081ab38525ef9741ef4c45f6513a1,7cebfb16674d9fddd60acfd3f9256cbe,3,,"Detestei um produto de um paceiro e não consigo devolver, o que faço
",2017-10-07 00:00:00,2017-10-13 00:01:58,Na média,neutro
64058,c04f014737030c452713c078e9156de6,ff3555a6834ab7c343f8b67157dfdd07,3,,Os dois fones vieram com defeito. Um dos lados não funciona.,2018-08-11 00:00:00,2018-08-15 00:22:17,Na média,neutro
64060,c0b096ea9c62d1fec3ae686b637cf821,41f5e1d98c342beaa1234b59c89d9f6b,5,,"Gostei bastante, chegou antes do previsto, sugestão colocar mesmo que para vender separado todo mas colocar todo o kit inclusive o jogo de lençol que está na foto de mostra do kit cobre leito.",2017-08-19 00:00:00,2017-08-21 23:45:54,Ótimo,positivo
64062,9a81a891b409229f971694d2a8400f05,67eb57181746afb1fab832cb7ebe5e51,5,,Dentro do prazo. ,2018-03-27 00:00:00,2018-03-27 18:09:56,Ótimo,positivo
64063,d3b76c7ba587185964e52217ff8ad3df,d229d9c8f88ad9cb25a36803dc7a9a90,4,,"Apenas um espelho veio riscado, mas, só deu para perceber depois de retirada a película ",2017-07-26 00:00:00,2017-07-27 14:48:53,Acima da média,positivo
64066,9b20c48513df9e39a384bd38c15c2047,2e5c056e25f127f8554fa6a2ee1336a9,1,,O produto não chegou e já faz mais de um mês que fiz o pedido!,2017-06-09 00:00:00,2017-06-11 11:04:35,Péssimo,negativo
64069,299e93f4fbd5f298ca95675bf42acf96,b77827128d71dd90667727cb430e3d5e,5,,otima loja para se comprar tem todos os produtos q o internauta procura com precos otimos e promocoes exelentes gosto muito de ser um cliente da lannister e o pedido q fiz no momento nao vou querer ,2017-10-20 00:00:00,2017-10-21 11:36:25,Ótimo,positivo
64071,a29e2027f7585951a4b7bf25d1f57d94,f9b7d4be1a26d7a0017957e6a6f26e01,5,,Não recebi,2018-04-28 00:00:00,2018-04-30 20:54:54,Ótimo,positivo
64073,ef779671258fddf10292f4b5b866cc95,9d80c772b0c65884e80514abb626b94d,5,,Comprei na quinta e chegou na segunda,2018-01-09 00:00:00,2018-01-09 20:26:49,Ótimo,positivo
64074,827a0d5b3f9f7fa09c4bbb187e3a3875,e42760f40f2fba3ba7529b6157adf501,1,,Nunca tive uma experiência de compra tão ruim quanto essa. O produto não foi entregue no prazo. Ficou preso não sei onde. As aulas do meu filho iniciou há uma semana. Tive que comprar outra mochila. ,2018-02-28 00:00:00,2018-02-28 11:10:32,Péssimo,negativo
64076,6b0fc067e6cf235925d1995818181952,7a43439d03078dce6fa291258b5d9796,5,super recomendo,"lannister nunca me deixa na mão nota 10
pra voces",2018-07-07 00:00:00,2018-07-09 17:18:00,Ótimo,positivo
64077,dc2f83e182b5fe68a8f0ba9b26d3cef5,aa8c2e4009c82d6fb84d9ecc0ce798f8,5,,Chegou antes do prazo. Gostei muito!!!,2017-04-12 00:00:00,2017-04-14 23:38:18,Ótimo,positivo
64078,1d849feeef24e734f58b8386a368862c,525c4dbcaecd35a5fac2e4053589df08,1,,"Entrega lenta, frete caro e com prazo alto, já se passaram 5 dias do limite, somando 25 dias de espera e ate agora nada.",2018-04-11 00:00:00,2018-04-13 03:47:09,Péssimo,negativo
64080,c503dad58a30d89e78ccc13365492910,f65ca26881ac6c0ef00ce00baf3d157b,2,,"a cadeira eu esperava é muito pequena não e giratória,,, ñ tem a peça pra deixar alta..",2018-02-15 00:00:00,2018-02-16 16:16:32,Abixo da média,negativo
64086,e841a292ce10aa3859dfe5a8660d670f,3a517309f5eb2056a5549db3939bf07d,5,,Chegou antes da data prevista.,2018-01-10 00:00:00,2018-01-12 14:39:03,Ótimo,positivo
64101,fee54c8f8a2fd69464114137fffcb301,9e1ec0af4a9a7144a46d158211aaeb12,5,Recomendo,"Site confiável, produto entregue com rapidez e com qualidade.",2018-07-27 00:00:00,2018-07-27 21:56:02,Ótimo,positivo
64102,971059bf78e48033a2a35275046922a8,47d31d84d5649bc830782ef347952048,5,,Entrega rápida.. produto bem embalado..,2018-04-12 00:00:00,2018-04-12 10:14:02,Ótimo,positivo
64104,b7cf91f7c1000f7b97aeaa2514414d3f,4122d084b6a345866be978647c68acd2,3,,o rastreio não tem atualização e ja passou do prazo.,2017-09-16 00:00:00,2017-09-16 09:27:46,Na média,neutro
64107,5694b80e2fb4afc5db766c5bca0fdadb,257ed982e3ae46f669bcc0f8bcbbac26,5,,"NAO TENHO NENHUMA RECLAMAÇAO A FAZER , MAS ATE ESTA DATA DE HOJE SO RECEBI A MOCHILA AINDA FALTA O SACO DE DORMIR ,ESTOU NO AGUARDO ,DESDE JA AGRADEÇO .",2017-09-29 00:00:00,2017-10-02 12:53:50,Ótimo,positivo
64108,a6e1777b6cca15371c80caa3a94a48ca,f8ebdc391ba2950e41dfd4a8385418ae,1,,Eu quero receber o produto.,2018-02-02 00:00:00,2018-02-02 10:56:18,Péssimo,negativo
64111,98468746db98792b45d823d00f5b5c2f,88c7831d968f7cd33c64d1733cb90510,4,,"A foto sugere que o brinquedo é maior, com mais peças mas na verdade vem somente uma",2017-11-26 00:00:00,2017-11-28 23:04:43,Acima da média,positivo
64113,f3e00c3666b85b595d838673bd970f97,41912407aa4f806e91639c89391eceef,5,,entrega perfeita e bem antes do prazo! adorei!,2018-04-18 00:00:00,2018-04-19 11:33:27,Ótimo,positivo
64117,08d02cd2b8f2e1941530e843c0903ce5,0fba53cb4e9429e38cd2750c32fa24a5,1,,Adorei recebi antes do prazo,2017-11-11 00:00:00,2017-11-11 20:48:21,Péssimo,negativo
64119,8fcf098ed8049847b5a73f3131cb6b60,0812b411edea2fcc36b4bc1f8e4e36aa,5,,muito bom,2018-01-30 00:00:00,2018-02-03 13:06:07,Ótimo,positivo
64120,fc133886208de393eb6e1c3185a1f02b,2aaec06a05dcae79035bc3b85c53d817,4,,Produto chegou bem antes do prazo tudo certinho vou instalar e testar pra falar sobre o produto,2017-08-29 00:00:00,2017-08-31 15:51:14,Acima da média,positivo
64127,2f7f5e0aa0c744eef42975968e5edab8,62e32bcad390a6d5236b810ab2034edd,5,,Satisfeito com a compra,2017-11-28 00:00:00,2017-11-29 09:32:35,Ótimo,positivo
64132,76959a794ab1165559db10a3dff19695,9a8fb2a3a77dab1c301506cd5af2e845,1,,"O produto não foi entregue, ate a data também não foi ressarcido o valor não gostei pois se não tem o produto não coloque a venda.",2017-08-10 00:00:00,2017-08-12 11:22:04,Péssimo,negativo
64135,44f7482ffa6b98bc55f68fd6452cb308,c130858ff611f05ccbfbac337cd09cdc,1,FABRICAÇÃO,"Origem do produto china, qualidade ruim, na hora da compra não ficou claro que se tratava de um produto de origem (pirata) cuja a qualidade é ruim.",2018-07-01 00:00:00,2018-07-22 12:31:18,Péssimo,negativo
64138,6fea246ceea2407eb5db86094afda799,69eb0d3bb4ae91a60f10308d63fe64f1,5,,Adorei.,2017-03-17 00:00:00,2017-03-18 02:35:56,Ótimo,positivo
64139,1c56902de25e18ddd6518b7cc7b92aec,e1e993f6e8b2761005ba148892c3af85,5,Rapidez e eficiencia,"chegou super rapido , enviaram por sedex , estão de parabéns",2018-05-16 00:00:00,2018-05-16 19:41:07,Ótimo,positivo
64140,5318a80f6c08eea777f797df966ae9b4,3f70b0d81238eb5206e9f84ecd006bbb,5,Excelente,Grato pelo retorno eficiênte,2018-08-24 00:00:00,2018-08-27 23:53:43,Ótimo,positivo
64141,6f4f1cf452ebca3b2ee4a22d0fa58773,074d6aba62abd52ad27529d3fb746260,4,,"Caixa veio amassada dificuldade paarmazenamento pós i
Uso. ",2017-06-22 00:00:00,2017-06-23 19:25:06,Acima da média,positivo
64144,16a5dee3a2f338258ce6bd1dcc1a40c9,c356d4dbafd1289aa49e2b0ed1d2fce9,5,,otimo,2017-02-15 00:00:00,2017-02-19 01:28:51,Ótimo,positivo
64148,7bc15b7bfcffa5328ee33c83f7be950b,0c16e6184d4cf8be09b57e667eb67bcc,2,,"Recebi o produto dentro do prazo, porém a tensão (comumente chama de voltagem) da lampada não está de acordo com a informada no plug do suporte. O Suporte e para 250V e a lampada 127 V.",2018-02-21 00:00:00,2018-02-22 20:44:56,Abixo da média,negativo
64151,7386b68489e00081752ae75cf5007c48,cf47ad2fb60cae3f74b943646f685c94,5,,"Totalmente responsáveis, produto entregue, informação dada ao cliente, preocupação com o cliente. Recomendo.",2016-10-25 00:00:00,2016-10-28 08:46:42,Ótimo,positivo
64156,ce82c4f847079cebad8358c371c0f27f,ba566f2aa895f419305a7688c55495e5,1,Ruim ,Não recebi meu pedido corretamente comprei 2kits de bexigas com 5 unidades cada kit é só recebi um kit ,2018-04-26 00:00:00,2018-04-29 18:01:49,Péssimo,negativo
64158,9f3816f3efece476c9f9e8710341b8fd,a06450ed1022a79944ac0def2699251a,5,,"Entrega realizada antes do pra si previsto, muito satisfeito.",2018-02-21 00:00:00,2018-02-21 22:14:19,Ótimo,positivo
64159,9f856c47a8e429f6af41cbd4b405504e,4f5310c68c4e9a2c3d5bd708df07d212,1,Produto não funciona,"Boa tarde,
Ao receber o produto,no caso um relógio, a pulseira do mesmo já estava com havaria e em seguida quando coloquei o horário correto em alguns minutos o relógio parou e não voltou a funcionar",2018-06-28 00:00:00,2018-06-30 16:15:11,Péssimo,negativo
64161,53e1769de7f97ebdc982133326328c48,42873babe11a5362e2b59e1bf80fbd92,1,,Não sei por que ainda não recebi minha mercadoria... ,2017-12-14 00:00:00,2017-12-14 13:39:29,Péssimo,negativo
64162,29cca2ce2e3958212f4fe7223ad93a8c,6b67c8a7a8d08df9590f2ee347cb6afd,4,,xxxxxxxxxxxx,2018-02-17 00:00:00,2018-02-19 16:49:03,Acima da média,positivo
64163,87045769d5b215def5f746bdac635bb5,0e40bd8d75ad8945ea6a9d1427142c49,5,super recomendo,chegou muito RÁPIDO....ADOREI,2018-05-15 00:00:00,2018-05-21 20:14:28,Ótimo,positivo
64165,009fcbc93fdf8a960f8c12125e732e1e,81ae37f8ac6c04f48ac5a71303729abe,5,,"ainda não abri minha loja e não testei o produto.
",2017-03-29 00:00:00,2017-04-04 00:34:45,Ótimo,positivo
64167,24b826906089033b5f1e1ee4b57b8c1b,8551e4893fc1357dda960b1a7202b53d,5,Satisfeito,"Gostei da mercadoria , é o que eu precisava.",2018-06-13 00:00:00,2018-06-14 09:33:38,Ótimo,positivo
64170,56b4160484436a9af9995f50af602146,c031499c4cbb79432ca006cef2104302,5,,ótimo,2018-02-15 00:00:00,2018-02-15 23:05:13,Ótimo,positivo
64171,8f7ccbf41892b4e44aa40361a5cb4350,31a1a43e09fe1f26cdcb077099cadf82,1,,Comprei no cartão de crédito e dai ! O produto não veio e foi faturado a compra no meu cartão ! Agora estou a espera do reembolso ! Pra eu não ter ki tomar outras medidas ! Pois cade os direitos do c,2017-11-03 00:00:00,2017-11-04 15:07:04,Péssimo,negativo
64172,1b3b554186c17b4b95292ce62d710f07,c9db1bfe07af2c4724a461a704c1ec67,1,Não recebi o produto,Realizei a compra em 30/07 e até agora não recebi o produto.,2018-08-12 00:00:00,2018-08-13 12:41:40,Péssimo,negativo
64178,9f4e579843ef360649c8b5ca3f744f4b,80fe5b2fe4869330fabbceea5e5e7c0c,5,Otimo,Tô santfeita por chegar 12 dias antes. Mais a cafeteira ainda não chegou era para chega dia 6/8,2018-08-11 00:00:00,2018-08-11 20:56:35,Ótimo,positivo
64179,59da423887bbeee24a74e080e0bb268b,b68c27cf94ce13113c69bd86e640c41f,5,,"Entrega muita rápida, produto exatamente igual as imagens.",2017-11-09 00:00:00,2017-11-13 14:02:02,Ótimo,positivo
64181,724d8f61c173e526f63cbf8af96b2591,30d4bd6e4be06a901edf9f3cd4778e24,4,,entregaram bem antes do previsto. O produto aparenta ser resistente. mas so alguns dias de uso para confirmar. mas fiquei muito satisfeita.,2018-02-28 00:00:00,2018-03-03 00:46:37,Acima da média,positivo
64182,d28aafb3264ddd0a77ac7333611c0944,7a569ceb9d89c45df6bd1d2569ec061e,1,Produto não foi entregue,"O produto não foi entregue, só as notas fiscais. Estou esperando uma resposta.",2018-08-02 00:00:00,2018-08-03 10:56:11,Péssimo,negativo
64184,7f836e6d32b627f1ff432c9ae8164dec,d0cbe4010369ff1b911352d8d99b162b,1,Nao gostei,Produto diferente do desenho da foto,2018-07-09 00:00:00,2018-07-09 20:17:54,Péssimo,negativo
64186,ee5c32082c60989722a2357c1d2812b6,e7f4523b6b3d8e132da47b94e7b09235,5,Ótimo extensor de lápis,Produto de excelente qualidade.,2018-08-15 00:00:00,2018-08-15 18:22:35,Ótimo,positivo
64193,409934c79bbf9e7ad12a9cbb819a84ca,937ca79de438593867663c25fd34ea4b,3,Produto incorreto,"Mandei e-mail para lannister, mas ainda não respondeu, deram prazo de dois dias úteis que irá encerrar hoje.",2018-08-26 00:00:00,2018-08-28 20:16:05,Na média,neutro
64194,17102aaf6da7abbc1dd45cd8a6c7d3b8,a5d8e75b33301e9d3dac461f5660fc37,5,,Produto conforme descrito pelo vendedor,2017-08-05 00:00:00,2017-08-08 11:04:29,Ótimo,positivo
64196,4f3d56c16c0bd229568350824ee4390a,1a48f3d99685123b98d34bcb7337810f,4,recomendo,"muito bom, cumpre o que promete.",2018-08-17 00:00:00,2018-08-19 23:01:35,Acima da média,positivo
64197,8469689404375b69e0ebd70f10c09793,e235ae899d4840a0711cbdf615ec3425,5,,Otimo produto,2017-08-02 00:00:00,2017-08-10 22:00:16,Ótimo,positivo
64201,667d99bb0bb52a7e6670e511f4109e49,f91346a89554e0c864ce1007a89eaad9,5,,Ótima transação....,2017-12-13 00:00:00,2017-12-14 10:20:22,Ótimo,positivo
64203,cdc7d1d7fae60423fe24ccd1b9a0fbd1,f19fff48230be5d17b1e9f75b268ebce,5,,"Chegou super rápido, antes até do prazo informado. ",2017-06-01 00:00:00,2017-06-02 12:32:52,Ótimo,positivo
64204,45b8e5030a327f8400702b70eac9e6b7,94e51ec4177923b1a9f4deb3c5187035,5,,Muito bom.. entrega chegou antes e tive todo acompanhamento além do melhor preço. ,2017-08-31 00:00:00,2017-09-02 22:02:58,Ótimo,positivo
64205,33a4b4cca0181513562bfb465c14748f,892a7f8b5be130248e2219e7d5136d57,3,,"Por ser um produto vendido pela stark, mas entregue por outra empresa, o frete se torna caro e muito demorado. Se soubesse teria comprado diretamente na loja, inclusive o produto mais barato!",2017-06-23 00:00:00,2017-06-23 19:22:58,Na média,neutro
64210,7c5aa1039c1cc0cbec14f37eaba1dc2f,b35945f2f7f01113c25e3029adafc413,3,Faltou um produto,Faltou o picolitano de cromo no pedido. Na caixa só veio o Whey Protein ,2018-07-14 00:00:00,2018-07-15 15:30:57,Na média,neutro
64214,289d38b522ebdea217ca4db6f6019c24,90423fbde022b7991066ba965cfe537d,5,,Vendedor muito bom ,2017-12-08 00:00:00,2017-12-09 01:56:27,Ótimo,positivo
64217,f30482f0795f129be4f6587358f9a547,c711de196a80086f6a5e179979fa4557,1,,"Realizei uma compra na loja toca dos peixes, porém me enviaram o produto diferente. Muito insatisfeita as lojas parceiras da lannister. Espero o mais breve o código para devolução do produto.",2018-02-01 00:00:00,2018-02-10 01:47:44,Péssimo,negativo
64218,4efaeb5bf49a4d269f06980dcc45ad06,790fb58b26bd95b481d6df9c7a0ea696,2,,ok,2018-04-07 00:00:00,2018-04-09 14:15:44,Abixo da média,negativo
64221,b00e159e69184a8f72827eb647073903,5b163ebdd5ac559f04d06af2069e23d3,5,,ótimo!,2017-11-15 00:00:00,2017-11-17 21:46:33,Ótimo,positivo
64223,869a63d533c91485a4dfc6628d17aee6,154c7a0d28e6f7744163c3ed2d9d686e,5,,"Adoreiiiii, linda",2018-03-10 00:00:00,2018-03-15 19:42:34,Ótimo,positivo
64227,777a9fd39f5e50d5c766e940fc539b44,26844c5a3b10d4ae5366ac6bfc55680a,3,,Paguei pelo frete para dia 28 e até hj não chegou,2018-03-30 00:00:00,2018-04-03 15:17:50,Na média,neutro
64231,dabbc6a240a91423a91461ca3ce74bd0,0159c6355a4e32f6ac68d838e2228150,4,Recomento,"Produto entregue, fim de semana irei montar.",2018-06-20 00:00:00,2018-06-21 13:15:20,Acima da média,positivo
64235,554fc78b087cf9e06cb15f1631c3d63b,6a91f55a2fad58d1b580326cd07f5795,1,,Loja possui o produto mas não deseja enviar.,2017-09-07 00:00:00,2017-09-07 14:27:22,Péssimo,negativo
64236,432cad8c83687039e3839cd1d1daa794,3a44d06429bf2c4072a00c216aee4d04,4,Entrega rápida,"A entrega foi rápida, antes do previsto. O único problema é que foram enviadas pilhas no tamanho incorreto. Deveriam ser 2 pilhas AA e vieram 4 pilhas AAA. No geral, satisfeito com o produto.",2018-06-30 00:00:00,2018-06-30 21:22:56,Acima da média,positivo
64237,f21192d579e2206b18dd790799e90fce,461e8275deb25e6d0a664125a07d3c21,3,,Não é USB 3.0 como está no anúncio,2018-06-02 00:00:00,2018-06-03 01:44:17,Na média,neutro
64239,27a5cc5b3fbe60cd8a988c1b869af369,2b0e07b3ff6d3a2db9405022edc865c2,4,,"Chato foi ter que ir nos correios para buscar . 
Nem em área de risco eu moro . ",2018-02-01 00:00:00,2018-02-01 17:22:36,Acima da média,positivo
64240,9d9fdbaab00ff65453827cccb7b244f3,35298b52820bdcc64b7bf71ccc28a36c,5,,Ótimo...eu recomendo,2018-01-10 00:00:00,2018-01-15 21:41:00,Ótimo,positivo
64241,d00967913362625fa161437bca6b03d2,70af5c624ad6c3daf236b9acb1ada8d0,5,,Muito bom funcionou ok com certificado Serasa.,2017-08-22 00:00:00,2017-08-23 12:45:19,Ótimo,positivo
64243,2995bd97f892c55e78dd69147e45e6fc,055f84fd2ebf314ebec85f8e1312f4f4,1,,Demora na entrega.,2018-02-16 00:00:00,2018-02-18 10:49:06,Péssimo,negativo
64247,3d7d69b1355ccd1e8d95c99069c7d8fd,204b7bb2c7b43f52e126fc4aed7c97d2,5,,material de qualidade e fácil de instalar.,2017-07-20 00:00:00,2017-07-21 17:26:04,Ótimo,positivo
64249,d410389a9766f37a6f93fb70dab28455,bde5784e34d5ba860afb5f85d4d97433,4,Entrega Rapida,"Produtio chegou bem antes do previsto, a garrafa chegou sem nenhum problema aparente agora farei o teste de uso para saber se a garrafa é boa. ",2018-06-07 00:00:00,2018-06-09 18:52:12,Acima da média,positivo
64252,e1c907ac22c3b2d8ac083d2eb9d2ea5a,4480ac0eaab783664bd03d73f20e2896,3,,"Entrega muito rápida, porém a qualidade do produto não é muito boa. ",2017-11-07 00:00:00,2017-11-07 14:20:18,Na média,neutro
64253,c1a5b18859335ea26fac298be11c8993,105d2c02e20607f6e3bd0a219efed4cd,5,,Tudo correto!,2017-05-25 00:00:00,2017-05-26 14:05:14,Ótimo,positivo
64255,6298846cdf0eceb7ba5661c3810725b7,8651a94589a7baddf5213b1703c98ad6,1,Atrasado e com defeito,"Produto chegou atrasado, mal embalado e faltando um Ilhós.",2018-07-21 00:00:00,2018-07-23 22:45:15,Péssimo,negativo
64260,de0c49c0866d78bb694363f68e1562fc,0c760c32925c8a67562a4621ff46556e,5,Ótimo,O produto foi entregue corretamente e com rapidez,2018-07-25 00:00:00,2018-07-27 14:40:36,Ótimo,positivo
64261,ac34bee7bdd87b53fac18d523753c15f,017499de14d22ef9e9a83ca54727480e,3,,"O cesto de lixo já recebi, mas o jogo de pratos com 6 unidades não recebi, e os produtos foram comprados na mesma loja. Se puderem me dar um retorno. Obrigada...",2017-07-20 00:00:00,2017-07-21 15:19:35,Na média,neutro
64262,2f111691fc93df88fc3aa8c2deac61ce,f70a0aff17df5a6cdd9a7196128bd354,2,,O produto veio faltando a base para auto e como eu fiz o pedido por telefone justamente para confirmar se a base demonstrada pela foto acompanhava o produto e tbm constava na descrição do item.,2017-08-19 00:00:00,2017-08-19 23:46:02,Abixo da média,negativo
64264,987c6ec286db6ece549184ad460b2b46,19cc900610a7e4a2d7691cc93384d224,5,,"Produto excelente, entregue no prazo ",2017-07-26 00:00:00,2017-07-27 10:49:21,Ótimo,positivo
64266,95522899f02be1acb00c4d43823b9e5e,114b8cdf01e21ff5631995283f233d67,1,,Recebi um produto diferente do que comprei não cabe no celular é menor e não é compatível com as saídas de áudio botões laterais sai do do fone tudo diferente,2017-11-08 00:00:00,2017-11-08 14:32:57,Péssimo,negativo
64267,f24b26e914be82a15ff5ed264cf10ab1,21f088502aca17fa9e009f1fefdf6e21,3,,Ainda não consegui usar pois o Manual veio em inglês.,2017-05-23 00:00:00,2017-05-26 17:43:58,Na média,neutro
64269,c4e8193bfb58fa682357442a127ec00c,5041be22b500c33df76174a76efcb8e7,5,Recomendo,"A entrega chegou antes do prazo, e veio tudo certinho!!!",2018-05-19 00:00:00,2018-05-21 10:53:26,Ótimo,positivo
64272,43695426cb52e36e354a397db7f1ea55,a92b5b0bf2a617da3f9c3b28486798a8,5,,Produtos conforme descrição. Gostei muito!,2017-08-12 00:00:00,2017-08-14 13:30:51,Ótimo,positivo
64275,707f2371cd2ca35156d87aa21f0120f5,dbf6633516ca4df83ac9e96e2100846d,5,,Ótimo produto,2018-05-08 00:00:00,2018-05-17 10:05:13,Ótimo,positivo
64277,9f29d235c8836a14bfec98053f11b1fa,ea1210816b91efb1908d9ba1bbcdbbba,5,Ótimo ,"Produto ótimo,recebi bem antes do prazo.Muito satisfeita.",2018-06-15 00:00:00,2018-06-16 12:28:51,Ótimo,positivo
64282,979c30b732f0db14d11c606047856dbc,cf91dadab9111371ef3973e8febe8d3e,2,,"Depois que a lannister adotou essas forma de venda, se tornando uma Mercado Livre, o relacionamento e os produtos raramente chegam corretos, tive sorte com esse teclado mas o monitor que comprei nao.",2018-07-24 00:00:00,2018-07-24 19:10:41,Abixo da média,negativo
64284,ea98ee7eb77ad3f059f74548a87feb3a,9ef93df3442de1d9dd3a6b71322c1c3e,1,,Péssimo atendimento o produto chegou mais não demorou um pouco ,2018-04-12 00:00:00,2018-04-12 11:59:34,Péssimo,negativo
64286,fcaed0146af21af35019018c3e68d971,6e70c44e566a92cd1ef6b7bc8631fece,5,Excelente loja,"ótimo atendimento, prazo de entrega perfeito. Recomendo",2018-08-10 00:00:00,2018-08-12 14:45:46,Ótimo,positivo
64289,599f31a50911868fc9b530cb505f4561,0759c200a1d9ec728ba380676bccb583,1,Naorecebi minha encomenda,Não recebi minha encomenda e a mesma conta como entregue. Estou tentando contato com o vendedor e até o momento não tive retorno.,2018-08-14 00:00:00,2018-08-14 17:14:47,Péssimo,negativo
64291,e1ca6bd2fdfcec3c1e4f4e627126a8fc,531752ff49fa411d865ecde8cce5c7ee,5,,Excelente atendimento ! Sempre cumprem o prazo de entrega .,2018-01-09 00:00:00,2018-01-10 15:21:49,Ótimo,positivo
64292,2810bafe05d6a154b69aaac3fe75e64a,7f73071c538cbb2b10e41a3041db481d,5,,"Recomendadíssimo
Chegou bem antes do prazo
Excelente
Parabéns",2018-03-10 00:00:00,2018-03-10 04:07:04,Ótimo,positivo
64295,15b233e8abd6650012705744e9b2e735,77e6a10b9f7d2c7a06295e3098afac8c,5,Produto excelente,"Entrega super rapida antes do prazo, produto muito bom atende as necessecidades",2018-08-16 00:00:00,2018-08-17 11:09:23,Ótimo,positivo
64297,d82e5a33fb2545c5b57349eb66ee100b,5908b5d4980d0d7dc2af4e0b324080b8,5,,Produto chegou corretamente antes do prazo,2017-11-21 00:00:00,2017-11-22 00:19:01,Ótimo,positivo
64300,6856ee5dee068cca0ef7bc8177f1a847,0f6f05d4fb3a94f1cf6cca2700c259d3,5,Super recomendo,"Produto entregue no prazo,material de qualidade produto muito bonito.",2018-05-15 00:00:00,2018-05-16 21:47:43,Ótimo,positivo
64301,370f52d247d0e0a1989a496c02fba30b,91199340efe15554e4533e5ffe47a31b,5,,"Loja muito boa postaguem rápida produto de boa qualidade, recomendo. ...
",2017-04-05 00:00:00,2017-04-06 05:26:20,Ótimo,positivo
64303,499e37a8dc4922e2429b1a2ba49440a2,ca850c73161fc3278d669cbd78b42035,5,,"Foi muito rápido me surpreendeu, com a rapidez!!",2017-12-31 00:00:00,2018-01-03 09:42:48,Ótimo,positivo
64305,11ca5d842bf335b1d94bcbd8f52dcc1a,1915364b68b7df0c42012aadca4bed47,3,,"Não gostei dessa loja o primeiro produto com 100 caps, ofereceu mais vantagem que 60 caps.",2018-03-29 00:00:00,2018-04-03 02:13:45,Na média,neutro
64311,e1e6508c3fce27c1616228d20c23a915,21c67b5e714499b18a07580f8f0b65cb,5,Excelente,Adorei !!,2018-05-12 00:00:00,2018-05-13 03:38:46,Ótimo,positivo
64312,794c6d23c17eed8cec6120ff529bc2ef,cb131af379d402c6f6c9b62bde622e75,5,,Entrega muito rápida,2017-07-30 00:00:00,2017-07-31 15:58:23,Ótimo,positivo
64315,e2e729eb640d33f5be9ff317a3a3007d,4827c3856326655e2cce531312851390,1,,"Produto de péssima qualidade, muito diferente do anunciado e também de produtos desse tipo que corta a luz. Além disso, estou com dificuldade no contato com a lannister para devolver.",2017-12-22 00:00:00,2017-12-26 13:10:20,Péssimo,negativo
64316,143caa50553ba5bdf75cd08533a359e5,30dbb7bb7d4c27c3efd6ab7c9c27f9d0,5,,"Super recomendo, chegou super rapido e bem antes do prazo esperado",2018-04-07 00:00:00,2018-04-10 00:05:23,Ótimo,positivo
64321,14ae9e88c949988f0f23814d8043e6dc,1dec11386bca25ac9f2eb159feccd7ca,5,Cortina perfeita,Chegou antes do prazo e eu Amei. Logo logo vou comprar outra.,2018-05-11 00:00:00,2018-05-11 22:57:01,Ótimo,positivo
64322,30f1cd3ec3eeec1b7f8f3c0c53524994,8c007d0c7bfabe041dd7bc0514210ed9,5,.,.,2018-05-11 00:00:00,2018-05-11 23:37:29,Ótimo,positivo
